user_id,signup_date,group,activated,weekly_usage,retained_4w,paid,revenue,,,,,,
5930,00:08.7,treatment,0,1,1,0,0,,,,,,
5931,00:08.7,treatment,0,0,1,0,0,,,,,,
5932,00:08.7,control,0,0,1,0,0,,,,,,
5933,00:08.7,control,0,1,0,0,0,,,,,,
5934,00:08.7,treatment,0,1,0,0,0,,,,,,
5935,00:08.7,control,1,6,0,0,0,,,,,,
5936,00:08.7,treatment,0,3,0,0,0,,,,,,
5937,00:08.7,treatment,0,2,1,0,0,,,,,,
5938,00:08.7,treatment,1,7,0,1,11.44759979,,,,,,
5939,00:08.7,control,0,0,0,0,0,,,,,,
5940,00:08.7,control,1,4,1,0,0,,,,,,
5941,00:08.7,treatment,1,6,0,0,0,,,,,,
5942,00:08.7,control,1,9,1,0,0,,,,,,
5943,00:08.7,control,0,0,0,0,0,,,,,,
5944,00:08.7,control,1,1,1,0,0,,,,,,
5945,00:08.7,control,1,2,1,0,0,,,,,,
5946,00:08.7,treatment,1,5,0,1,12.81473556,,,,,,
5947,00:08.7,control,0,1,0,0,0,,,,,,
5948,00:08.7,treatment,0,0,1,0,0,,,,,,
5949,00:08.7,treatment,0,2,0,0,0,,,,,,
5950,00:08.7,control,1,5,0,0,0,,,,,,
5951,00:08.7,treatment,1,7,0,0,0,,,,,,
5952,00:08.7,treatment,1,3,0,0,0,,,,,,
5953,00:08.7,control,0,1,0,0,0,,,,,,
5954,00:08.7,treatment,1,6,0,0,0,,,,,,
5955,00:08.7,treatment,0,1,1,0,0,,,,,,
5956,00:08.7,control,1,5,1,1,12.59021288,,,,,,
5957,00:08.7,control,0,1,0,0,0,,,,,,
5958,00:08.7,control,0,1,0,0,0,,,,,,
5959,00:08.7,control,0,0,0,0,0,,,,,,
5960,00:08.7,control,1,7,0,0,0,,,,,,
5961,00:08.7,treatment,1,7,1,0,0,,,,,,
5962,00:08.7,treatment,0,0,1,0,0,,,,,,
5963,00:08.7,control,0,2,1,1,10.2444967,,,,,,
5964,00:08.7,control,1,3,0,0,0,,,,,,
5965,00:08.7,treatment,1,4,0,0,0,,,,,,
5966,00:08.7,control,0,1,0,0,0,,,,,,
5967,00:08.7,control,1,7,0,1,8.158746735,,,,,,
5968,00:08.7,treatment,0,0,0,0,0,,,,,,
5969,00:08.7,treatment,1,3,0,0,0,,,,,,
5970,00:08.7,treatment,1,4,0,1,12.19030066,,,,,,
5971,00:08.7,control,0,2,0,0,0,,,,,,
5972,00:08.7,treatment,1,7,0,0,0,,,,,,
5973,00:08.7,control,1,6,0,1,6.821468139,,,,,,
5974,00:08.7,treatment,0,0,0,0,0,,,,,,
5975,00:08.7,control,0,1,0,0,0,,,,,,
5976,00:08.7,control,0,1,1,1,10.79030442,,,,,,
5977,00:08.7,control,0,3,0,0,0,,,,,,
5978,00:08.7,treatment,1,4,1,1,9.922124806,,,,,,
5979,00:08.7,treatment,1,5,1,1,10.80891947,,,,,,
5980,00:08.7,treatment,0,1,1,0,0,,,,,,
5981,00:08.7,control,0,1,0,0,0,,,,,,
5982,00:08.7,treatment,0,1,1,0,0,,,,,,
5983,00:08.7,treatment,0,0,0,0,0,,,,,,
5984,00:08.7,control,1,3,0,0,0,,,,,,
5985,00:08.7,control,1,6,0,0,0,,,,,,
5986,00:08.7,treatment,0,2,0,0,0,,,,,,
5987,00:08.7,treatment,0,0,1,0,0,,,,,,
5988,00:08.7,treatment,1,3,1,0,0,,,,,,
5989,00:08.7,control,0,1,0,0,0,,,,,,
5990,00:08.7,treatment,1,4,0,0,0,,,,,,
5991,00:08.7,control,1,8,0,0,0,,,,,,
5992,00:08.7,control,1,6,1,0,0,,,,,,
5993,00:08.7,treatment,1,4,0,0,0,,,,,,
5994,00:08.7,treatment,0,0,0,0,0,,,,,,
5995,00:08.7,control,1,3,0,0,0,,,,,,
5996,00:08.7,control,1,4,0,0,0,,,,,,
5997,00:08.7,treatment,0,1,0,0,0,,,,,,
5998,00:08.7,treatment,0,1,1,0,0,,,,,,
5999,00:08.7,treatment,1,4,0,0,0,,,,,,
6000,00:08.7,control,0,2,0,0,0,,,,,,
6001,00:08.7,control,1,5,0,0,0,,,,,,
6002,00:08.7,treatment,1,4,1,0,0,,,,,,
6003,00:08.7,control,0,2,1,0,0,,,,,,
6004,00:08.7,control,1,10,0,0,0,,,,,,
6005,00:08.7,treatment,0,1,1,0,0,,,,,,
6006,00:08.7,control,1,6,0,0,0,,,,,,
6007,00:08.7,treatment,1,6,1,0,0,,,,,,
6008,00:08.7,treatment,1,1,0,0,0,,,,,,
6009,00:08.7,control,0,1,0,0,0,,,,,,
6010,00:08.7,control,0,2,1,1,9.156206269,,,,,,
6011,00:08.7,treatment,0,1,0,0,0,,,,,,
6012,00:08.7,control,0,0,0,0,0,,,,,,
6013,00:08.7,treatment,1,7,0,0,0,,,,,,
6014,00:08.7,control,1,3,1,1,10.09765682,,,,,,
6015,00:08.7,control,0,1,0,0,0,,,,,,
6016,00:08.7,control,1,5,0,0,0,,,,,,
6017,00:08.7,treatment,1,5,0,0,0,,,,,,
6018,00:08.7,control,1,8,1,0,0,,,,,,
6019,00:08.7,treatment,1,8,0,0,0,,,,,,
6020,00:08.7,treatment,0,1,0,0,0,,,,,,
6021,00:08.7,treatment,1,3,1,0,0,,,,,,
6022,00:08.7,control,1,6,0,0,0,,,,,,
6023,00:08.7,treatment,1,6,0,0,0,,,,,,
6024,00:08.7,treatment,1,4,0,0,0,,,,,,
6025,00:08.7,control,1,2,1,0,0,,,,,,
6026,00:08.7,treatment,1,8,0,0,0,,,,,,
6027,00:08.7,treatment,1,6,0,0,0,,,,,,
6028,00:08.7,control,0,1,0,0,0,,,,,,
6029,00:08.7,treatment,0,2,0,0,0,,,,,,
6030,00:08.7,control,0,2,0,0,0,,,,,,
6031,00:08.7,treatment,1,2,0,0,0,,,,,,
6032,00:08.7,treatment,1,11,0,0,0,,,,,,
6033,00:08.7,control,1,5,1,0,0,,,,,,
6034,00:08.7,treatment,0,1,0,0,0,,,,,,
6035,00:08.7,treatment,1,7,0,0,0,,,,,,
6036,00:08.7,treatment,1,4,0,0,0,,,,,,
6037,00:08.7,control,0,0,1,1,11.11700307,,,,,,
6038,00:08.7,control,0,4,0,0,0,,,,,,
6039,00:08.7,control,0,0,0,0,0,,,,,,
6040,00:08.7,control,0,0,0,0,0,,,,,,
6041,00:08.7,control,1,7,1,0,0,,,,,,
6042,00:08.7,treatment,0,1,0,0,0,,,,,,
6043,00:08.7,control,0,2,0,0,0,,,,,,
6044,00:08.7,control,1,4,1,0,0,,,,,,
6045,00:08.7,control,1,5,0,0,0,,,,,,
6046,00:08.7,treatment,1,3,0,0,0,,,,,,
6047,00:08.7,treatment,0,2,0,0,0,,,,,,
6048,00:08.7,control,0,2,0,1,12.89930251,,,,,,
6049,00:08.7,treatment,1,4,0,0,0,,,,,,
6050,00:08.7,treatment,0,0,1,1,6.804926444,,,,,,
6051,00:08.7,treatment,1,9,0,1,10.4481551,,,,,,
6052,00:08.7,treatment,1,2,0,0,0,,,,,,
6053,00:08.7,control,0,1,0,0,0,,,,,,
6054,00:08.7,control,0,3,1,1,7.833212812,,,,,,
6055,00:08.7,treatment,0,0,0,0,0,,,,,,
6056,00:08.7,treatment,1,3,0,0,0,,,,,,
6057,00:08.7,treatment,1,4,0,0,0,,,,,,
6058,00:08.7,treatment,1,5,0,0,0,,,,,,
6059,00:08.7,control,0,0,0,0,0,,,,,,
6060,00:08.7,treatment,0,3,1,0,0,,,,,,
6061,00:08.7,control,0,1,0,0,0,,,,,,
6062,00:08.7,treatment,0,0,0,0,0,,,,,,
6063,00:08.7,control,1,4,1,0,0,,,,,,
6064,00:08.7,treatment,0,0,1,0,0,,,,,,
6065,00:08.7,control,0,1,0,0,0,,,,,,
6066,00:08.7,control,0,0,0,0,0,,,,,,
6067,00:08.7,control,1,4,1,0,0,,,,,,
6068,00:08.7,treatment,0,1,0,0,0,,,,,,
6069,00:08.7,control,0,0,0,0,0,,,,,,
6070,00:08.7,treatment,1,4,0,0,0,,,,,,
6071,00:08.7,control,0,1,0,0,0,,,,,,
6072,00:08.7,control,1,2,0,0,0,,,,,,
6073,00:08.7,treatment,1,5,0,1,10.51148848,,,,,,
6074,00:08.7,control,1,7,0,0,0,,,,,,
6075,00:08.7,treatment,0,2,1,0,0,,,,,,
6076,00:08.7,treatment,0,3,0,0,0,,,,,,
6077,00:08.7,treatment,0,1,1,0,0,,,,,,
6078,00:08.7,treatment,1,8,0,0,0,,,,,,
6079,00:08.7,control,1,1,0,0,0,,,,,,
6080,00:08.7,control,1,4,0,0,0,,,,,,
6081,00:08.7,treatment,0,0,0,0,0,,,,,,
6082,00:08.7,control,0,1,1,0,0,,,,,,
6083,00:08.7,control,1,5,0,0,0,,,,,,
6084,00:08.7,treatment,1,8,0,0,0,,,,,,
6085,00:08.7,control,0,0,1,0,0,,,,,,
6086,00:08.7,treatment,0,0,0,0,0,,,,,,
6087,00:08.7,control,1,3,0,1,10.64674756,,,,,,
6088,00:08.7,control,1,3,0,0,0,,,,,,
6089,00:08.7,treatment,1,2,0,0,0,,,,,,
6090,00:08.7,control,1,6,0,0,0,,,,,,
6091,00:08.7,control,0,3,1,1,9.777818401,,,,,,
6092,00:08.7,treatment,0,1,0,0,0,,,,,,
6093,00:08.7,control,0,1,0,0,0,,,,,,
6094,00:08.7,treatment,0,1,0,0,0,,,,,,
6095,00:08.7,control,1,8,0,0,0,,,,,,
6096,00:08.7,treatment,1,4,0,0,0,,,,,,
6097,00:08.7,treatment,1,7,0,0,0,,,,,,
6098,00:08.7,treatment,0,3,1,0,0,,,,,,
6099,00:08.7,treatment,0,1,1,1,11.61472178,,,,,,
6100,00:08.7,treatment,0,0,0,0,0,,,,,,
6101,00:08.7,control,1,5,1,0,0,,,,,,
6102,00:08.7,control,0,0,0,0,0,,,,,,
6103,00:08.7,treatment,1,3,0,0,0,,,,,,
6104,00:08.7,control,0,2,0,0,0,,,,,,
6105,00:08.7,treatment,1,9,1,0,0,,,,,,
6106,00:08.7,control,1,2,1,1,11.10941359,,,,,,
6107,00:08.7,control,0,3,0,0,0,,,,,,
6108,00:08.7,treatment,0,1,1,1,7.423430847,,,,,,
6109,00:08.7,treatment,0,0,0,0,0,,,,,,
6110,00:08.7,control,1,5,1,0,0,,,,,,
6111,00:08.7,control,1,4,0,0,0,,,,,,
6112,00:08.7,treatment,1,5,1,1,12.57407353,,,,,,
6113,00:08.7,control,1,5,0,0,0,,,,,,
6114,00:08.7,control,0,0,0,0,0,,,,,,
6115,00:08.7,treatment,1,3,0,0,0,,,,,,
6116,00:08.7,control,1,3,0,0,0,,,,,,
6117,00:08.7,treatment,1,2,0,0,0,,,,,,
6118,00:08.7,treatment,0,2,0,0,0,,,,,,
6119,00:08.7,treatment,0,1,1,0,0,,,,,,
6120,00:08.7,control,1,6,1,0,0,,,,,,
6121,00:08.7,control,0,3,0,0,0,,,,,,
6122,00:08.7,treatment,0,0,0,0,0,,,,,,
6123,00:08.7,treatment,1,5,0,0,0,,,,,,
6124,00:08.7,control,1,6,1,0,0,,,,,,
6125,00:08.7,control,0,1,1,0,0,,,,,,
6126,00:08.7,control,1,7,0,1,12.12291413,,,,,,
6127,00:08.7,treatment,1,2,1,1,10.93988321,,,,,,
6128,00:08.7,treatment,1,1,1,0,0,,,,,,
6129,00:08.7,control,0,2,1,1,11.87981636,,,,,,
6130,00:08.7,control,0,0,0,0,0,,,,,,
6131,00:08.7,control,1,7,0,0,0,,,,,,
6132,00:08.7,treatment,1,6,0,0,0,,,,,,
6133,00:08.7,treatment,1,6,0,0,0,,,,,,
6134,00:08.7,control,1,8,1,0,0,,,,,,
6135,00:08.7,control,0,1,1,0,0,,,,,,
6136,00:08.7,treatment,1,7,0,1,11.44020944,,,,,,
6137,00:08.7,treatment,0,0,1,0,0,,,,,,
6138,00:08.7,control,0,0,0,0,0,,,,,,
6139,00:08.7,control,0,1,0,0,0,,,,,,
6140,00:08.7,control,0,0,0,0,0,,,,,,
6141,00:08.7,treatment,1,10,0,0,0,,,,,,
6142,00:08.7,control,1,6,1,0,0,,,,,,
6143,00:08.7,treatment,1,1,0,0,0,,,,,,
6144,00:08.7,treatment,0,0,0,0,0,,,,,,
6145,00:08.7,control,0,1,1,1,11.5897377,,,,,,
6146,00:08.7,control,0,1,1,0,0,,,,,,
6147,00:08.7,treatment,1,2,0,0,0,,,,,,
6148,00:08.7,control,1,5,0,0,0,,,,,,
6149,00:08.7,treatment,0,1,1,0,0,,,,,,
6150,00:08.7,control,1,7,0,0,0,,,,,,
6151,00:08.7,control,1,3,0,0,0,,,,,,
6152,00:08.7,control,0,2,1,0,0,,,,,,
6153,00:08.7,control,0,3,0,0,0,,,,,,
6154,00:08.7,treatment,1,3,0,0,0,,,,,,
6155,00:08.7,treatment,1,3,0,0,0,,,,,,
6156,00:08.7,treatment,1,1,0,0,0,,,,,,
6157,00:08.7,control,0,1,0,0,0,,,,,,
6158,00:08.7,treatment,1,5,0,1,9.196143358,,,,,,
6159,00:08.7,treatment,1,8,0,0,0,,,,,,
6160,00:08.7,treatment,1,4,0,0,0,,,,,,
6161,00:08.7,control,0,0,0,0,0,,,,,,
6162,00:08.7,treatment,0,1,1,0,0,,,,,,
6163,00:08.7,control,0,0,1,0,0,,,,,,
6164,00:08.7,control,1,4,0,0,0,,,,,,
6165,00:08.7,treatment,0,2,1,1,8.00589899,,,,,,
6166,00:08.7,control,0,0,0,0,0,,,,,,
6167,00:08.7,treatment,1,6,0,1,7.115275262,,,,,,
6168,00:08.7,treatment,1,6,0,1,10.29312182,,,,,,
6169,00:08.7,treatment,0,2,1,0,0,,,,,,
6170,00:08.7,treatment,1,7,0,0,0,,,,,,
6171,00:08.7,treatment,1,8,1,0,0,,,,,,
6172,00:08.7,control,0,0,1,1,9.849796582,,,,,,
6173,00:08.7,treatment,0,0,1,0,0,,,,,,
6174,00:08.7,control,0,0,0,0,0,,,,,,
6175,00:08.7,treatment,0,0,0,0,0,,,,,,
6176,00:08.7,treatment,1,4,0,0,0,,,,,,
6177,00:08.7,treatment,0,0,1,0,0,,,,,,
6178,00:08.7,control,1,6,0,1,8.476261189,,,,,,
6179,00:08.7,control,0,2,1,0,0,,,,,,
6180,00:08.7,control,1,4,0,0,0,,,,,,
6181,00:08.7,control,1,8,1,0,0,,,,,,
6182,00:08.7,treatment,1,4,0,0,0,,,,,,
6183,00:08.7,treatment,1,7,0,0,0,,,,,,
6184,00:08.7,control,1,7,1,0,0,,,,,,
6185,00:08.7,control,1,4,0,0,0,,,,,,
6186,00:08.7,control,1,7,0,0,0,,,,,,
6187,00:08.7,treatment,0,0,0,0,0,,,,,,
6188,00:08.7,control,1,9,0,0,0,,,,,,
6189,00:08.7,control,0,0,1,0,0,,,,,,
6190,00:08.7,treatment,0,3,0,1,11.91827929,,,,,,
6191,00:08.7,control,0,0,0,0,0,,,,,,
6192,00:08.7,treatment,0,1,0,0,0,,,,,,
6193,00:08.7,treatment,0,3,1,0,0,,,,,,
6194,00:08.7,treatment,0,1,0,0,0,,,,,,
6195,00:08.7,treatment,1,3,0,0,0,,,,,,
6196,00:08.7,treatment,1,3,0,0,0,,,,,,
6197,00:08.7,control,0,1,1,0,0,,,,,,
6198,00:08.7,control,1,3,0,0,0,,,,,,
6199,00:08.7,treatment,0,2,0,0,0,,,,,,
6200,00:08.7,treatment,1,3,0,0,0,,,,,,
6201,00:08.7,control,1,6,1,1,9.38687292,,,,,,
6202,00:08.7,control,1,2,1,0,0,,,,,,
6203,00:08.7,treatment,1,5,0,0,0,,,,,,
6204,00:08.7,control,0,2,0,0,0,,,,,,
6205,00:08.7,control,1,4,1,0,0,,,,,,
6206,00:08.7,treatment,1,8,1,0,0,,,,,,
6207,00:08.7,control,1,7,1,0,0,,,,,,
6208,00:08.7,control,1,4,1,0,0,,,,,,
6209,00:08.7,control,1,4,0,0,0,,,,,,
6210,00:08.7,control,0,3,0,0,0,,,,,,
6211,00:08.7,treatment,1,4,0,0,0,,,,,,
6212,00:08.7,control,0,1,0,0,0,,,,,,
6213,00:08.7,treatment,1,2,0,0,0,,,,,,
6214,00:08.7,control,0,0,0,0,0,,,,,,
6215,00:08.7,treatment,1,8,1,0,0,,,,,,
6216,00:08.7,treatment,0,1,0,0,0,,,,,,
6217,00:08.7,control,1,7,0,0,0,,,,,,
6218,00:08.7,treatment,1,4,0,0,0,,,,,,
6219,00:08.7,treatment,0,2,1,0,0,,,,,,
6220,00:08.7,treatment,1,4,1,0,0,,,,,,
6221,00:08.7,treatment,0,0,0,0,0,,,,,,
6222,00:08.7,treatment,0,1,0,0,0,,,,,,
6223,00:08.7,control,0,0,0,0,0,,,,,,
6224,00:08.7,treatment,0,0,1,0,0,,,,,,
6225,00:08.7,treatment,0,0,0,0,0,,,,,,
6226,00:08.7,control,1,9,0,0,0,,,,,,
6227,00:08.7,control,1,6,0,0,0,,,,,,
6228,00:08.7,treatment,0,3,1,0,0,,,,,,
6229,00:08.7,control,1,2,1,0,0,,,,,,
6230,00:08.7,control,1,4,1,0,0,,,,,,
6231,00:08.7,control,1,4,0,0,0,,,,,,
6232,00:08.7,control,0,1,0,0,0,,,,,,
6233,00:08.7,control,0,2,0,0,0,,,,,,
6234,00:08.7,control,0,2,0,0,0,,,,,,
6235,00:08.7,treatment,0,2,0,1,10.48387886,,,,,,
6236,00:08.7,treatment,0,2,1,0,0,,,,,,
6237,00:08.7,control,0,0,1,0,0,,,,,,
6238,00:08.7,control,1,5,0,1,10.88797082,,,,,,
6239,00:08.7,treatment,0,6,0,0,0,,,,,,
6240,00:08.7,control,1,5,0,1,10.24639876,,,,,,
6241,00:08.7,treatment,1,3,1,1,11.31294678,,,,,,
6242,00:08.7,control,1,8,0,0,0,,,,,,
6243,00:08.7,treatment,0,0,1,0,0,,,,,,
6244,00:08.7,treatment,1,4,0,0,0,,,,,,
6245,00:08.7,control,1,2,0,1,7.692978317,,,,,,
6246,00:08.7,control,1,6,0,0,0,,,,,,
6247,00:08.7,control,0,2,0,0,0,,,,,,
6248,00:08.7,control,1,9,0,0,0,,,,,,
6249,00:08.7,treatment,1,7,1,0,0,,,,,,
6250,00:08.7,control,0,1,0,0,0,,,,,,
6251,00:08.7,treatment,1,7,1,0,0,,,,,,
6252,00:08.7,control,0,1,0,0,0,,,,,,
6253,00:08.7,treatment,1,8,0,0,0,,,,,,
6254,00:08.7,control,1,6,0,0,0,,,,,,
6255,00:08.7,control,1,2,1,1,8.067229796,,,,,,
6256,00:08.7,treatment,1,5,0,0,0,,,,,,
6257,00:08.7,control,1,4,0,0,0,,,,,,
6258,00:08.7,control,0,0,1,0,0,,,,,,
6259,00:08.7,control,0,0,1,0,0,,,,,,
6260,00:08.7,control,1,6,0,0,0,,,,,,
6261,00:08.7,control,1,4,1,0,0,,,,,,
6262,00:08.7,treatment,0,3,1,0,0,,,,,,
6263,00:08.7,control,0,0,0,0,0,,,,,,
6264,00:08.7,treatment,0,1,1,0,0,,,,,,
6265,00:08.7,control,1,8,0,0,0,,,,,,
6266,00:08.7,control,1,4,0,1,10.7488754,,,,,,
6267,00:08.7,treatment,1,4,1,0,0,,,,,,
6268,00:08.7,treatment,0,1,0,0,0,,,,,,
6269,00:08.7,treatment,0,1,0,0,0,,,,,,
6270,00:08.7,treatment,0,1,0,1,7.40307148,,,,,,
6271,00:08.7,treatment,1,5,0,0,0,,,,,,
6272,00:08.7,control,1,3,0,0,0,,,,,,
6273,00:08.7,treatment,1,10,0,0,0,,,,,,
6274,00:08.7,treatment,1,5,0,0,0,,,,,,
6275,00:08.7,control,0,0,0,0,0,,,,,,
6276,00:08.7,control,0,1,1,0,0,,,,,,
6277,00:08.7,treatment,0,1,0,0,0,,,,,,
6278,00:08.7,treatment,1,2,1,0,0,,,,,,
6279,00:08.7,treatment,1,10,1,1,7.935333812,,,,,,
6280,00:08.7,control,0,0,0,0,0,,,,,,
6281,00:08.7,treatment,1,6,1,1,11.51752543,,,,,,
6282,00:08.7,control,1,5,0,0,0,,,,,,
6283,00:08.7,control,1,5,0,0,0,,,,,,
6284,00:08.7,control,1,9,0,0,0,,,,,,
6285,00:08.7,control,0,0,0,1,10.61299548,,,,,,
6286,00:08.7,treatment,0,1,0,0,0,,,,,,
6287,00:08.7,control,0,0,1,0,0,,,,,,
6288,00:08.7,control,1,5,0,0,0,,,,,,
6289,00:08.7,treatment,1,6,0,0,0,,,,,,
6290,00:08.7,control,1,7,1,0,0,,,,,,
6291,00:08.7,treatment,0,1,0,0,0,,,,,,
6292,00:08.7,control,0,0,1,0,0,,,,,,
6293,00:08.7,treatment,1,10,0,1,10.63204137,,,,,,
6294,00:08.7,control,1,6,0,0,0,,,,,,
6295,00:08.7,control,0,2,0,0,0,,,,,,
6296,00:08.7,treatment,1,4,0,0,0,,,,,,
6297,00:08.7,control,0,0,0,0,0,,,,,,
6298,00:08.7,control,1,4,0,0,0,,,,,,
6299,00:08.7,treatment,0,0,0,0,0,,,,,,
6300,00:08.7,control,0,0,0,0,0,,,,,,
6301,00:08.7,control,0,0,1,0,0,,,,,,
6302,00:08.7,treatment,0,2,0,0,0,,,,,,
6303,00:08.7,treatment,0,2,0,0,0,,,,,,
6304,00:08.7,treatment,1,3,0,0,0,,,,,,
6305,00:08.7,treatment,0,1,0,0,0,,,,,,
6306,00:08.7,treatment,1,4,1,0,0,,,,,,
6307,00:08.7,control,0,2,0,0,0,,,,,,
6308,00:08.7,treatment,0,4,0,0,0,,,,,,
6309,00:08.7,control,1,3,1,0,0,,,,,,
6310,00:08.7,treatment,1,3,0,0,0,,,,,,
6311,00:08.7,control,0,1,1,0,0,,,,,,
6312,00:08.7,control,0,2,0,0,0,,,,,,
6313,00:08.7,treatment,1,8,0,1,9.829705614,,,,,,
6314,00:08.7,control,0,2,0,0,0,,,,,,
6315,00:08.7,control,0,1,0,1,12.72853007,,,,,,
6316,00:08.7,treatment,0,0,0,0,0,,,,,,
6317,00:08.7,treatment,0,4,0,1,10.93941308,,,,,,
6318,00:08.7,treatment,1,7,0,0,0,,,,,,
6319,00:08.7,treatment,0,1,0,0,0,,,,,,
6320,00:08.7,control,0,1,0,0,0,,,,,,
6321,00:08.7,control,0,1,0,1,9.493677331,,,,,,
6322,00:08.7,control,0,1,0,0,0,,,,,,
6323,00:08.7,control,1,6,1,0,0,,,,,,
6324,00:08.7,control,0,1,0,0,0,,,,,,
6325,00:08.7,control,1,2,0,0,0,,,,,,
6326,00:08.7,treatment,0,3,1,0,0,,,,,,
6327,00:08.7,control,0,0,0,0,0,,,,,,
6328,00:08.7,control,0,2,0,0,0,,,,,,
6329,00:08.7,control,1,4,0,0,0,,,,,,
6330,00:08.7,treatment,0,0,1,0,0,,,,,,
6331,00:08.7,treatment,0,1,1,0,0,,,,,,
6332,00:08.7,treatment,1,4,1,0,0,,,,,,
6333,00:08.7,treatment,0,4,0,0,0,,,,,,
6334,00:08.7,control,0,0,0,0,0,,,,,,
6335,00:08.7,control,1,5,0,0,0,,,,,,
6336,00:08.7,control,1,10,0,0,0,,,,,,
6337,00:08.7,treatment,0,1,1,0,0,,,,,,
6338,00:08.7,control,0,1,0,0,0,,,,,,
6339,00:08.7,control,1,5,0,0,0,,,,,,
6340,00:08.7,control,0,0,0,0,0,,,,,,
6341,00:08.7,treatment,1,7,0,0,0,,,,,,
6342,00:08.7,treatment,1,6,0,0,0,,,,,,
6343,00:08.7,treatment,0,1,0,0,0,,,,,,
6344,00:08.7,control,1,3,0,1,11.55028715,,,,,,
6345,00:08.7,control,0,0,0,0,0,,,,,,
6346,00:08.7,control,1,6,0,0,0,,,,,,
6347,00:08.7,control,0,0,1,1,9.423952279,,,,,,
6348,00:08.7,treatment,1,5,0,0,0,,,,,,
6349,00:08.7,control,0,1,0,0,0,,,,,,
6350,00:08.7,treatment,0,0,0,0,0,,,,,,
6351,00:08.7,control,1,3,0,0,0,,,,,,
6352,00:08.7,treatment,1,3,1,0,0,,,,,,
6353,00:08.7,control,1,3,1,0,0,,,,,,
6354,00:08.7,control,0,1,1,0,0,,,,,,
6355,00:08.7,treatment,0,1,0,0,0,,,,,,
6356,00:08.7,treatment,1,1,1,0,0,,,,,,
6357,00:08.7,control,1,0,1,0,0,,,,,,
6358,00:08.7,control,1,2,0,0,0,,,,,,
6359,00:08.7,control,1,4,1,0,0,,,,,,
6360,00:08.7,treatment,1,6,1,0,0,,,,,,
6361,00:08.7,control,1,4,0,1,9.227481967,,,,,,
6362,00:08.7,treatment,1,6,1,1,12.55841931,,,,,,
6363,00:08.7,control,1,2,0,0,0,,,,,,
6364,00:08.7,control,0,1,0,0,0,,,,,,
6365,00:08.7,control,0,1,1,1,9.09295386,,,,,,
6366,00:08.7,control,1,4,1,0,0,,,,,,
6367,00:08.7,treatment,0,0,1,0,0,,,,,,
6368,00:08.7,treatment,1,7,1,0,0,,,,,,
6369,00:08.7,control,1,4,0,0,0,,,,,,
6370,00:08.7,control,1,6,0,0,0,,,,,,
6371,00:08.7,control,1,2,0,0,0,,,,,,
6372,00:08.7,treatment,1,9,1,0,0,,,,,,
6373,00:08.7,control,1,3,0,0,0,,,,,,
6374,00:08.7,treatment,1,6,0,1,11.49554474,,,,,,
6375,00:08.7,treatment,1,6,1,1,7.531618557,,,,,,
6376,00:08.7,treatment,0,0,1,0,0,,,,,,
6377,00:08.7,treatment,0,4,0,0,0,,,,,,
6378,00:08.7,control,1,6,0,0,0,,,,,,
6379,00:08.7,control,0,0,0,0,0,,,,,,
6380,00:08.7,treatment,1,8,1,0,0,,,,,,
6381,00:08.7,control,0,1,1,1,12.74992736,,,,,,
6382,00:08.7,control,0,2,1,0,0,,,,,,
6383,00:08.7,control,0,0,1,0,0,,,,,,
6384,00:08.7,treatment,1,5,0,0,0,,,,,,
6385,00:08.7,control,1,7,0,1,11.44614702,,,,,,
6386,00:08.7,control,1,3,1,0,0,,,,,,
6387,00:08.7,control,1,8,0,0,0,,,,,,
6388,00:08.7,control,1,7,0,0,0,,,,,,
6389,00:08.7,control,0,1,1,0,0,,,,,,
6390,00:08.7,control,0,0,1,0,0,,,,,,
6391,00:08.7,control,1,9,0,1,9.093090487,,,,,,
6392,00:08.7,control,1,6,1,0,0,,,,,,
6393,00:08.7,control,1,2,0,0,0,,,,,,
6394,00:08.7,control,0,1,0,0,0,,,,,,
6395,00:08.7,treatment,1,7,1,1,13.7875546,,,,,,
6396,00:08.7,control,1,5,0,0,0,,,,,,
6397,00:08.7,treatment,0,0,0,0,0,,,,,,
6398,00:08.7,control,1,4,1,0,0,,,,,,
6399,00:08.7,treatment,1,7,0,0,0,,,,,,
6400,00:08.7,treatment,1,2,0,0,0,,,,,,
6401,00:08.7,control,1,5,0,1,8.101170404,,,,,,
6402,00:08.7,treatment,1,2,1,0,0,,,,,,
6403,00:08.7,treatment,1,4,1,0,0,,,,,,
6404,00:08.7,treatment,0,1,0,0,0,,,,,,
6405,00:08.7,control,1,4,1,1,8.42232327,,,,,,
6406,00:08.7,treatment,0,1,0,0,0,,,,,,
6407,00:08.7,treatment,1,7,1,1,12.11187576,,,,,,
6408,00:08.7,control,1,5,0,0,0,,,,,,
6409,00:08.7,treatment,0,2,1,0,0,,,,,,
6410,00:08.7,treatment,1,7,0,0,0,,,,,,
6411,00:08.7,treatment,0,3,1,1,12.10723735,,,,,,
6412,00:08.7,control,0,0,1,0,0,,,,,,
6413,00:08.7,treatment,0,2,1,0,0,,,,,,
6414,00:08.7,control,1,4,0,0,0,,,,,,
6415,00:08.7,treatment,1,4,1,0,0,,,,,,
6416,00:08.7,treatment,1,6,0,1,13.58382787,,,,,,
6417,00:08.7,treatment,0,2,0,0,0,,,,,,
6418,00:08.7,treatment,0,0,0,0,0,,,,,,
